event_num,timestamp,date,event_type,event_price,event_volume,ob_best_bid_price,ob_best_bid_qty,ob_best_ask_price,ob_best_ask_qty,in_opening_auction,in_silent_period,in_closing_auction,should_quote_bid,should_quote_ask,quote_bid_price,quote_bid_size,quote_ask_price,quote_ask_size,fill_side,fill_qty,fill_price,position,entry_price,realized_pnl,notes
41,2025-04-14 10:00:00,2025-04-14,TRADE,12.25,1000.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
42,2025-04-14 10:00:00,2025-04-14,TRADE,12.25,2.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
43,2025-04-14 10:00:00,2025-04-14,TRADE,12.25,17674.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
44,2025-04-14 10:00:00,2025-04-14,TRADE,12.25,790.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
45,2025-04-14 10:00:00,2025-04-14,TRADE,12.25,100.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
46,2025-04-14 10:00:00,2025-04-14,TRADE,12.25,25000.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
47,2025-04-14 10:00:00,2025-04-14,TRADE,12.25,7284.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
48,2025-04-14 10:00:00,2025-04-14,TRADE,12.25,9246.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
49,2025-04-14 10:00:00,2025-04-14,TRADE,12.25,7730.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
50,2025-04-14 10:00:00,2025-04-14,TRADE,12.25,7270.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
51,2025-04-14 10:00:00,2025-04-14,TRADE,12.25,25754.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
52,2025-04-14 10:00:00,2025-04-14,TRADE,12.25,5000.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
53,2025-04-14 10:00:00,2025-04-14,TRADE,12.25,187621.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
54,2025-04-14 10:00:00,2025-04-14,BID,12.2,15000.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
55,2025-04-14 10:00:00,2025-04-14,ASK,12.25,30379.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
56,2025-04-14 10:00:00,2025-04-14,TRADE,12.2,15000.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
57,2025-04-14 10:00:00,2025-04-14,BID,12.15,121530.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
58,2025-04-14 10:00:00,2025-04-14,ASK,12.2,5000.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
59,2025-04-14 10:00:01,2025-04-14,TRADE,12.2,5000.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
60,2025-04-14 10:00:01,2025-04-14,ASK,12.25,30379.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
61,2025-04-14 10:00:01,2025-04-14,BID,12.15,121530.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
62,2025-04-14 10:00:01,2025-04-14,BID,12.15,125973.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
63,2025-04-14 10:00:01,2025-04-14,ASK,12.2,6943.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
64,2025-04-14 10:00:01,2025-04-14,TRADE,12.2,6943.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
65,2025-04-14 10:00:01,2025-04-14,ASK,12.25,30379.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
66,2025-04-14 10:00:01,2025-04-14,BID,12.15,125973.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
67,2025-04-14 10:00:01,2025-04-14,BID,12.15,125973.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
68,2025-04-14 10:00:02,2025-04-14,TRADE,12.25,670.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
69,2025-04-14 10:00:02,2025-04-14,BID,12.15,125973.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
70,2025-04-14 10:00:02,2025-04-14,ASK,12.25,29709.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
71,2025-04-14 10:00:03,2025-04-14,BID,12.2,4849.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
72,2025-04-14 10:00:03,2025-04-14,BID,12.2,9698.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
73,2025-04-14 10:00:03,2025-04-14,BID,12.2,14547.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
74,2025-04-14 10:00:05,2025-04-14,BID,12.2,54547.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
75,2025-04-14 10:00:08,2025-04-14,BID,12.2,49698.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
76,2025-04-14 10:00:08,2025-04-14,BID,12.2,44849.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
77,2025-04-14 10:00:08,2025-04-14,BID,12.2,40000.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
78,2025-04-14 10:00:09,2025-04-14,BID,12.2,50841.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
79,2025-04-14 10:00:15,2025-04-14,BID,12.2,100841.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
80,2025-04-14 10:00:28,2025-04-14,ASK,12.25,36042.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
81,2025-04-14 10:00:29,2025-04-14,ASK,12.25,26042.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
82,2025-04-14 10:00:41,2025-04-14,BID,12.2,110841.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
83,2025-04-14 10:00:57,2025-04-14,TRADE,12.25,5000.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
84,2025-04-14 10:00:57,2025-04-14,BID,12.2,110841.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
85,2025-04-14 10:00:57,2025-04-14,ASK,12.25,21042.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
86,2025-04-14 10:01:01,2025-04-14,TRADE,12.25,6709.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
87,2025-04-14 10:01:01,2025-04-14,TRADE,12.25,5000.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
88,2025-04-14 10:01:01,2025-04-14,TRADE,12.25,3000.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
89,2025-04-14 10:01:01,2025-04-14,TRADE,12.25,5291.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
90,2025-04-14 10:01:01,2025-04-14,BID,12.2,110841.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
91,2025-04-14 10:01:01,2025-04-14,ASK,12.25,1042.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
92,2025-04-14 10:01:04,2025-04-14,BID,12.2,115841.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
93,2025-04-14 10:01:09,2025-04-14,ASK,12.3,119369.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
94,2025-04-14 10:01:11,2025-04-14,BID,12.25,2000.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
95,2025-04-14 10:01:11,2025-04-14,BID,12.25,12841.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
96,2025-04-14 10:01:11,2025-04-14,BID,12.25,23682.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
97,2025-04-14 10:01:12,2025-04-14,BID,12.25,12841.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
98,2025-04-14 10:01:12,2025-04-14,BID,12.25,2000.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
99,2025-04-14 10:01:12,2025-04-14,BID,12.25,13269.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
100,2025-04-14 10:01:20,2025-04-14,BID,12.25,23269.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
101,2025-04-14 10:01:21,2025-04-14,BID,12.25,23301.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
102,2025-04-14 10:01:56,2025-04-14,ASK,12.3,192369.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
103,2025-04-14 10:01:57,2025-04-14,ASK,12.3,192521.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
104,2025-04-14 10:01:57,2025-04-14,BID,12.25,28301.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
105,2025-04-14 10:02:01,2025-04-14,TRADE,12.25,2000.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
106,2025-04-14 10:02:01,2025-04-14,TRADE,12.25,2713.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
107,2025-04-14 10:02:01,2025-04-14,BID,12.25,23588.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
108,2025-04-14 10:02:01,2025-04-14,ASK,12.3,192521.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
109,2025-04-14 10:02:02,2025-04-14,BID,12.25,15032.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
110,2025-04-14 10:02:07,2025-04-14,TRADE,12.25,10000.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
111,2025-04-14 10:02:07,2025-04-14,TRADE,12.25,32.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
112,2025-04-14 10:02:07,2025-04-14,TRADE,12.25,4968.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
113,2025-04-14 10:02:07,2025-04-14,BID,12.25,32.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
114,2025-04-14 10:02:07,2025-04-14,ASK,12.3,192521.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
115,2025-04-14 10:02:08,2025-04-14,ASK,12.3,119521.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
116,2025-04-14 10:02:08,2025-04-14,TRADE,12.25,32.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
117,2025-04-14 10:02:08,2025-04-14,BID,12.2,139367.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
118,2025-04-14 10:02:08,2025-04-14,ASK,12.3,119521.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
119,2025-04-14 10:02:08,2025-04-14,ASK,12.3,180921.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
120,2025-04-14 10:02:08,2025-04-14,ASK,12.3,119521.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
121,2025-04-14 10:02:08,2025-04-14,ASK,12.3,119521.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
122,2025-04-14 10:02:08,2025-04-14,ASK,12.3,180921.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
123,2025-04-14 10:02:15,2025-04-14,ASK,12.3,230921.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
124,2025-04-14 10:02:17,2025-04-14,ASK,12.3,237624.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
125,2025-04-14 10:02:38,2025-04-14,BID,12.25,12923.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
126,2025-04-14 10:02:38,2025-04-14,ASK,12.3,253602.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
127,2025-04-14 10:02:38,2025-04-14,ASK,12.3,192202.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
128,2025-04-14 10:02:38,2025-04-14,TRADE,12.25,12923.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
129,2025-04-14 10:02:38,2025-04-14,BID,12.2,139367.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
130,2025-04-14 10:02:38,2025-04-14,ASK,12.3,192202.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
131,2025-04-14 10:02:38,2025-04-14,ASK,12.3,253602.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
132,2025-04-14 10:02:39,2025-04-14,ASK,12.3,192202.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
133,2025-04-14 10:02:39,2025-04-14,ASK,12.3,192202.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
134,2025-04-14 10:02:39,2025-04-14,ASK,12.3,253602.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
135,2025-04-14 10:02:54,2025-04-14,BID,12.2,147331.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
136,2025-04-14 10:03:38,2025-04-14,TRADE,12.3,100.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
137,2025-04-14 10:03:38,2025-04-14,BID,12.2,147331.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
138,2025-04-14 10:03:38,2025-04-14,ASK,12.3,253502.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
139,2025-04-14 10:03:43,2025-04-14,TRADE,12.3,600.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
140,2025-04-14 10:03:43,2025-04-14,BID,12.2,147331.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
141,2025-04-14 10:03:43,2025-04-14,ASK,12.3,252902.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
142,2025-04-14 10:03:51,2025-04-14,ASK,12.25,69366.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
143,2025-04-14 10:03:51,2025-04-14,ASK,12.25,136880.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
144,2025-04-14 10:03:51,2025-04-14,ASK,12.25,137032.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
145,2025-04-14 10:03:51,2025-04-14,ASK,12.25,156240.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
146,2025-04-14 10:03:53,2025-04-14,BID,12.2,142331.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
147,2025-04-14 10:03:57,2025-04-14,TRADE,12.25,813.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
148,2025-04-14 10:03:57,2025-04-14,BID,12.2,142331.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
149,2025-04-14 10:03:57,2025-04-14,ASK,12.25,155427.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
150,2025-04-14 10:04:01,2025-04-14,ASK,12.25,162068.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
151,2025-04-14 10:04:13,2025-04-14,BID,12.2,142363.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
152,2025-04-14 10:04:14,2025-04-14,BID,12.2,162363.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
153,2025-04-14 10:04:16,2025-04-14,BID,12.2,167363.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
154,2025-04-14 10:04:21,2025-04-14,TRADE,12.25,15.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
155,2025-04-14 10:04:21,2025-04-14,BID,12.2,167363.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
156,2025-04-14 10:04:21,2025-04-14,ASK,12.25,162053.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
157,2025-04-14 10:04:23,2025-04-14,BID,12.2,174563.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
158,2025-04-14 10:04:31,2025-04-14,BID,12.2,176843.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
159,2025-04-14 10:04:58,2025-04-14,ASK,12.25,168197.0,,,,,False,True,False,False,False,,,,,,,,0,0.0,0.0,Silent period - skipped
160,2025-04-14 10:05:21,2025-04-14,BID,12.2,176883.0,12.2,176883.0,12.0,55.0,False,False,False,True,True,12.2,32300.0,12.0,,,,,0,0.0,0.0,
161,2025-04-14 10:06:13,2025-04-14,TRADE,12.25,100.0,12.2,176883.0,12.0,55.0,False,False,False,True,True,12.2,32300.0,12.0,,,,,0,0.0,0.0,
162,2025-04-14 10:06:13,2025-04-14,BID,12.2,176883.0,12.2,176883.0,12.0,55.0,False,False,False,True,True,12.2,32300.0,12.0,,,,,0,0.0,0.0,
163,2025-04-14 10:06:13,2025-04-14,ASK,12.25,168097.0,12.2,176883.0,12.25,168097.0,False,False,False,True,True,12.2,32300.0,12.25,32300.0,,,,0,0.0,0.0,
164,2025-04-14 10:06:15,2025-04-14,ASK,12.25,173097.0,12.2,176883.0,12.25,173097.0,False,False,False,True,True,12.2,32300.0,12.25,32300.0,,,,0,0.0,0.0,
165,2025-04-14 10:06:32,2025-04-14,TRADE,12.25,500.0,12.2,176883.0,12.25,173097.0,False,False,False,True,True,12.2,32300.0,12.25,32300.0,,,,0,0.0,0.0,
166,2025-04-14 10:06:32,2025-04-14,BID,12.2,176883.0,12.2,176883.0,12.25,173097.0,False,False,False,True,True,12.2,32300.0,12.25,32300.0,,,,0,0.0,0.0,
167,2025-04-14 10:06:32,2025-04-14,ASK,12.25,172597.0,12.2,176883.0,12.25,172597.0,False,False,False,True,True,12.2,32300.0,12.25,32300.0,,,,0,0.0,0.0,
168,2025-04-14 10:06:36,2025-04-14,TRADE,12.2,3630.0,12.2,176883.0,12.25,172597.0,False,False,False,True,True,12.2,32300.0,12.25,32300.0,,,,0,0.0,0.0,
169,2025-04-14 10:06:36,2025-04-14,BID,12.2,173253.0,12.2,173253.0,12.25,172597.0,False,False,False,True,True,12.2,32300.0,12.25,32300.0,,,,0,0.0,0.0,
170,2025-04-14 10:06:36,2025-04-14,ASK,12.25,172597.0,12.2,173253.0,12.25,172597.0,False,False,False,True,True,12.2,32300.0,12.25,32300.0,,,,0,0.0,0.0,
171,2025-04-14 10:06:56,2025-04-14,TRADE,12.25,10000.0,12.2,173253.0,12.25,172597.0,False,False,False,True,True,12.2,32300.0,12.25,32300.0,,,,0,0.0,0.0,
172,2025-04-14 10:06:56,2025-04-14,BID,12.2,173253.0,12.2,173253.0,12.25,172597.0,False,False,False,True,True,12.2,32300.0,12.25,32300.0,,,,0,0.0,0.0,
173,2025-04-14 10:06:56,2025-04-14,ASK,12.25,162597.0,12.2,173253.0,12.25,162597.0,False,False,False,True,True,12.2,32300.0,12.25,32300.0,,,,0,0.0,0.0,
174,2025-04-14 10:07:11,2025-04-14,BID,12.2,173285.0,12.2,173285.0,12.25,162597.0,False,False,False,True,True,12.2,32300.0,12.25,32300.0,,,,0,0.0,0.0,
175,2025-04-14 10:07:14,2025-04-14,TRADE,12.2,100.0,12.2,173285.0,12.25,162597.0,False,False,False,True,True,12.2,32300.0,12.25,32300.0,,,,0,0.0,0.0,
176,2025-04-14 10:07:14,2025-04-14,BID,12.2,173185.0,12.2,173185.0,12.25,162597.0,False,False,False,True,True,12.2,32300.0,12.25,32300.0,,,,0,0.0,0.0,
177,2025-04-14 10:07:14,2025-04-14,ASK,12.25,162597.0,12.2,173185.0,12.25,162597.0,False,False,False,True,True,12.2,32300.0,12.25,32300.0,,,,0,0.0,0.0,
